City_ID,city,latitude,longitude,max temp,city humidity,cloudiness,wind speed,country,date
331,gizo,-8.103,156.8419,80.37,82,100,11.34,SB,1710362393
332,albano sant'alessandro,45.6865,9.7707,55.72,76,0,4.61,IT,1710362393
333,krasnyy chikoy,50.3643,108.7512,25.86,97,100,2.46,RU,1710362393
334,shumen,43.2706,26.9229,46.69,86,100,7.49,BG,1710362393
335,lakatoro,-16.0999,167.4164,80.56,90,100,12.97,VU,1710362394
336,ocos,14.5094,-92.1933,93.38,62,1,14.27,GT,1710362394
337,ancud,-41.8697,-73.8203,56.93,69,73,12.41,CL,1710362394
338,at taj,24.2049,23.2857,68.05,13,100,9.75,LY,1710362394
339,urengoy,65.9667,78.3667,-1.07,95,100,5.97,RU,1710362395
340,puerto aysen,-45.4,-72.7,47.32,96,100,7.38,CL,1710362395
341,tsetserleg,47.475,101.4542,19.29,65,73,5.99,MN,1710362395
342,barra de santo antonio,-9.4047,-35.5072,81.68,76,100,8.16,BR,1710362396
343,prabumulih,-3.45,104.25,74.98,97,100,3.02,ID,1710362396
344,mogok,22.9167,96.5,59.63,43,0,1.7,MM,1710362396
345,bahir dar,11.5936,37.3908,65.48,70,100,5.35,ET,1710362396
346,laakirchen,47.9819,13.8217,46.54,79,100,4.12,AT,1710362397
347,kish,26.5578,54.0194,70.07,78,0,4.61,IR,1710362397
348,salekhard,66.53,66.6019,-0.71,91,100,10.42,RU,1710362397
349,qaqortoq,60.7167,-46.0333,24.49,96,100,5.28,GL,1710362398
350,placido de castro,-10.3353,-67.1856,88.45,65,99,2.66,BR,1710362398
351,aksu,41.1231,80.2644,49.78,26,100,5.39,CN,1710362359
352,nantucket,41.2835,-70.0995,50.0,65,0,6.91,US,1710362234
353,benghazi,32.1167,20.0667,60.35,63,5,10.18,LY,1710362399
354,labuan,5.2767,115.2417,79.16,83,20,0.0,MY,1710362399
355,develi,38.3906,35.4922,52.95,72,100,6.33,TR,1710362399
356,qarauyl,48.9451,79.255,15.75,87,16,9.1,KZ,1710362400
357,broken hill,-31.95,141.4333,75.65,43,93,8.95,AU,1710362400
358,vinogradovo,56.9333,37.55,24.91,95,100,7.23,RU,1710362400
359,san sebastian de la gomera,28.0916,-17.1133,71.38,88,75,2.3,ES,1710362144
360,sault ste. marie,46.5168,-84.3333,55.96,50,0,13.8,CA,1710362343
361,saint-pierre,-21.3393,55.4781,80.28,78,20,19.57,RE,1710362401
362,broome,42.2506,-75.833,69.89,40,100,9.22,US,1710362401
363,sumenep,-7.0167,113.8667,79.81,86,100,17.16,ID,1710362402
